ICD10Code,CCSRCategory,Infection,BacterialInfection,Focus
C080,NEO004,FALSE,FALSE,"NA"
C081,NEO004,FALSE,FALSE,"NA"
C089,NEO004,FALSE,FALSE,"NA"
C090,NEO009,FALSE,FALSE,"NA"
C091,NEO009,FALSE,FALSE,"NA"
C098,NEO009,FALSE,FALSE,"NA"
C099,NEO009,FALSE,FALSE,"NA"
C100,NEO003,FALSE,FALSE,"NA"
C101,NEO003,FALSE,FALSE,"NA"
C102,NEO003,FALSE,FALSE,"NA"
C103,NEO003,FALSE,FALSE,"NA"
C104,NEO003,FALSE,FALSE,"NA"
C108,NEO003,FALSE,FALSE,"NA"
C109,NEO003,FALSE,FALSE,"NA"
C110,NEO005,FALSE,FALSE,"NA"
C111,NEO005,FALSE,FALSE,"NA"
C112,NEO005,FALSE,FALSE,"NA"
C113,NEO005,FALSE,FALSE,"NA"
C118,NEO005,FALSE,FALSE,"NA"
C119,NEO005,FALSE,FALSE,"NA"
C12,NEO006,FALSE,FALSE,"NA"
C130,NEO006,FALSE,FALSE,"NA"
C131,NEO006,FALSE,FALSE,"NA"
C132,NEO006,FALSE,FALSE,"NA"
C138,NEO006,FALSE,FALSE,"NA"
C139,NEO006,FALSE,FALSE,"NA"
C140,NEO007,FALSE,FALSE,"NA"
C142,NEO007,FALSE,FALSE,"NA"
C148,NEO010,FALSE,FALSE,"NA"
C153,NEO012,FALSE,FALSE,"NA"
C154,NEO012,FALSE,FALSE,"NA"
C155,NEO012,FALSE,FALSE,"NA"
C158,NEO012,FALSE,FALSE,"NA"
C159,NEO012,FALSE,FALSE,"NA"
C160,NEO013,FALSE,FALSE,"NA"
C161,NEO013,FALSE,FALSE,"NA"
C162,NEO013,FALSE,FALSE,"NA"
C163,NEO013,FALSE,FALSE,"NA"
C164,NEO013,FALSE,FALSE,"NA"
C165,NEO013,FALSE,FALSE,"NA"
C166,NEO013,FALSE,FALSE,"NA"
C168,NEO013,FALSE,FALSE,"NA"
C169,NEO013,FALSE,FALSE,"NA"
C170,NEO014,FALSE,FALSE,"NA"
C171,NEO014,FALSE,FALSE,"NA"
C172,NEO014,FALSE,FALSE,"NA"
C173,NEO014,FALSE,FALSE,"NA"
C178,NEO014,FALSE,FALSE,"NA"
C179,NEO014,FALSE,FALSE,"NA"
C180,NEO015,FALSE,FALSE,"NA"
C181,NEO015,FALSE,FALSE,"NA"
C182,NEO015,FALSE,FALSE,"NA"
C183,NEO015,FALSE,FALSE,"NA"
C184,NEO015,FALSE,FALSE,"NA"
C185,NEO015,FALSE,FALSE,"NA"
C186,NEO015,FALSE,FALSE,"NA"
C187,NEO015,FALSE,FALSE,"NA"
C188,NEO015,FALSE,FALSE,"NA"
C189,NEO015,FALSE,FALSE,"NA"
C19,NEO015,FALSE,FALSE,"NA"
C20,NEO015,FALSE,FALSE,"NA"
C210,NEO016,FALSE,FALSE,"NA"
C211,NEO016,FALSE,FALSE,"NA"
C212,NEO016,FALSE,FALSE,"NA"
C218,NEO016,FALSE,FALSE,"NA"
C220,NEO017,FALSE,FALSE,"NA"
C221,NEO018,FALSE,FALSE,"NA"
C222,NEO017,FALSE,FALSE,"NA"
C223,NEO017,FALSE,FALSE,"NA"
C224,NEO017,FALSE,FALSE,"NA"
C227,NEO017,FALSE,FALSE,"NA"
C228,NEO017,FALSE,FALSE,"NA"
C229,NEO017,FALSE,FALSE,"NA"
C23,NEO019,FALSE,FALSE,"NA"
C240,NEO021,FALSE,FALSE,"NA"
C241,NEO021,FALSE,FALSE,"NA"
C248,NEO021,FALSE,FALSE,"NA"
C249,NEO021,FALSE,FALSE,"NA"
C250,NEO051,FALSE,FALSE,"NA"
C251,NEO051,FALSE,FALSE,"NA"
C252,NEO051,FALSE,FALSE,"NA"
C253,NEO051,FALSE,FALSE,"NA"
C254,NEO051,FALSE,FALSE,"NA"
C257,NEO051,FALSE,FALSE,"NA"
C258,NEO051,FALSE,FALSE,"NA"
C259,NEO051,FALSE,FALSE,"NA"
C260,NEO015,FALSE,FALSE,"NA"
C261,NEO021,FALSE,FALSE,"NA"
C269,NEO021,FALSE,FALSE,"NA"
C300,NEO010,FALSE,FALSE,"NA"
C301,NEO010,FALSE,FALSE,"NA"
C310,NEO010,FALSE,FALSE,"NA"
C311,NEO010,FALSE,FALSE,"NA"
C312,NEO010,FALSE,FALSE,"NA"
C313,NEO010,FALSE,FALSE,"NA"
C318,NEO010,FALSE,FALSE,"NA"
C319,NEO010,FALSE,FALSE,"NA"
C320,NEO008,FALSE,FALSE,"NA"
C321,NEO008,FALSE,FALSE,"NA"
C322,NEO008,FALSE,FALSE,"NA"
C323,NEO008,FALSE,FALSE,"NA"
C328,NEO008,FALSE,FALSE,"NA"
C329,NEO008,FALSE,FALSE,"NA"
C33,NEO022,FALSE,FALSE,"NA"
C340,NEO022,FALSE,FALSE,"NA"
C341,NEO022,FALSE,FALSE,"NA"
C342,NEO022,FALSE,FALSE,"NA"
C343,NEO022,FALSE,FALSE,"NA"
C348,NEO022,FALSE,FALSE,"NA"
C349,NEO022,FALSE,FALSE,"NA"
C37,NEO052,FALSE,FALSE,"NA"
C380,NEO011,FALSE,FALSE,"NA"
C381,NEO011,FALSE,FALSE,"NA"
C382,NEO011,FALSE,FALSE,"NA"
C383,NEO011,FALSE,FALSE,"NA"
C384,NEO022,FALSE,FALSE,"NA"
C388,NEO011,FALSE,FALSE,"NA"
C390,NEO022,FALSE,FALSE,"NA"
C399,NEO022,FALSE,FALSE,"NA"
C400,NEO023,FALSE,FALSE,"NA"
C401,NEO023,FALSE,FALSE,"NA"
C402,NEO023,FALSE,FALSE,"NA"
C403,NEO023,FALSE,FALSE,"NA"
C408,NEO023,FALSE,FALSE,"NA"
C409,NEO023,FALSE,FALSE,"NA"
C410,NEO023,FALSE,FALSE,"NA"
C411,NEO023,FALSE,FALSE,"NA"
C412,NEO023,FALSE,FALSE,"NA"
C413,NEO023,FALSE,FALSE,"NA"
C414,NEO023,FALSE,FALSE,"NA"
C419,NEO023,FALSE,FALSE,"NA"
C430,NEO025,FALSE,FALSE,"NA"
C431,NEO025,FALSE,FALSE,"NA"
C432,NEO025,FALSE,FALSE,"NA"
C433,NEO025,FALSE,FALSE,"NA"
C434,NEO025,FALSE,FALSE,"NA"
C435,NEO025,FALSE,FALSE,"NA"
C436,NEO025,FALSE,FALSE,"NA"
C437,NEO025,FALSE,FALSE,"NA"
C438,NEO025,FALSE,FALSE,"NA"
C439,NEO025,FALSE,FALSE,"NA"
C440,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C441,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C442,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C443,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C444,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C445,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C446,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C447,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C448,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C449,NEO028; NEO026; NEO027,FALSE,FALSE,"NA"
C450,NEO067,FALSE,FALSE,"NA"
C451,NEO067,FALSE,FALSE,"NA"
C452,NEO067,FALSE,FALSE,"NA"
C457,NEO067,FALSE,FALSE,"NA"
C459,NEO067,FALSE,FALSE,"NA"
C460,NEO024,FALSE,FALSE,"NA"
C461,NEO024,FALSE,FALSE,"NA"
C462,NEO024,FALSE,FALSE,"NA"
C463,NEO024,FALSE,FALSE,"NA"
C464,NEO024,FALSE,FALSE,"NA"
C465,NEO024,FALSE,FALSE,"NA"
C467,NEO024,FALSE,FALSE,"NA"
C469,NEO024,FALSE,FALSE,"NA"
C470,NEO049,FALSE,FALSE,"NA"
C471,NEO049,FALSE,FALSE,"NA"
C472,NEO049,FALSE,FALSE,"NA"
C473,NEO049,FALSE,FALSE,"NA"
C474,NEO049,FALSE,FALSE,"NA"
C475,NEO049,FALSE,FALSE,"NA"
C476,NEO049,FALSE,FALSE,"NA"
C478,NEO049,FALSE,FALSE,"NA"
C479,NEO049,FALSE,FALSE,"NA"
C480,NEO021,FALSE,FALSE,"NA"
C481,NEO020,FALSE,FALSE,"NA"
C482,NEO020,FALSE,FALSE,"NA"
C488,NEO020,FALSE,FALSE,"NA"
C490,NEO024,FALSE,FALSE,"NA"
C491,NEO024,FALSE,FALSE,"NA"
C492,NEO024,FALSE,FALSE,"NA"
C493,NEO024,FALSE,FALSE,"NA"
C494,NEO024,FALSE,FALSE,"NA"
C495,NEO024,FALSE,FALSE,"NA"
C496,NEO024,FALSE,FALSE,"NA"
C498,NEO024,FALSE,FALSE,"NA"
C499,NEO024,FALSE,FALSE,"NA"
C49A,NEO021; NEO012; NEO013; NEO014; NEO015,FALSE,FALSE,"NA"
C4A0,NEO028,FALSE,FALSE,"NA"
C4A1,NEO028,FALSE,FALSE,"NA"
C4A2,NEO028,FALSE,FALSE,"NA"
C4A3,NEO028,FALSE,FALSE,"NA"
C4A4,NEO028,FALSE,FALSE,"NA"
C4A5,NEO028,FALSE,FALSE,"NA"
C4A6,NEO028,FALSE,FALSE,"NA"
C4A7,NEO028,FALSE,FALSE,"NA"
C4A8,NEO028,FALSE,FALSE,"NA"
C4A9,NEO028,FALSE,FALSE,"NA"
C500,NEO030,FALSE,FALSE,"NA"
C501,NEO030,FALSE,FALSE,"NA"
C502,NEO030,FALSE,FALSE,"NA"
C503,NEO030,FALSE,FALSE,"NA"
C504,NEO030,FALSE,FALSE,"NA"
C505,NEO030,FALSE,FALSE,"NA"
C506,NEO030,FALSE,FALSE,"NA"
C508,NEO030,FALSE,FALSE,"NA"
C509,NEO030,FALSE,FALSE,"NA"
C510,NEO038,FALSE,FALSE,"NA"
C511,NEO038,FALSE,FALSE,"NA"
C512,NEO038,FALSE,FALSE,"NA"
C518,NEO038,FALSE,FALSE,"NA"
C519,NEO036,FALSE,FALSE,"NA"
C52,NEO037,FALSE,FALSE,"NA"
C530,NEO032,FALSE,FALSE,"NA"
C531,NEO032,FALSE,FALSE,"NA"
C538,NEO032,FALSE,FALSE,"NA"
C539,NEO032,FALSE,FALSE,"NA"
C540,NEO031,FALSE,FALSE,"NA"
C541,NEO035,FALSE,FALSE,"NA"
C542,NEO031,FALSE,FALSE,"NA"
C543,NEO031,FALSE,FALSE,"NA"
C548,NEO031,FALSE,FALSE,"NA"
C549,NEO031,FALSE,FALSE,"NA"
C55,NEO031,FALSE,FALSE,"NA"
C561,NEO033,FALSE,FALSE,"NA"
C562,NEO033,FALSE,FALSE,"NA"
C563,NEO033,FALSE,FALSE,"NA"
C569,NEO033,FALSE,FALSE,"NA"
C570,NEO034,FALSE,FALSE,"NA"
C571,NEO038,FALSE,FALSE,"NA"
C572,NEO038,FALSE,FALSE,"NA"
C573,NEO038,FALSE,FALSE,"NA"
C574,NEO038,FALSE,FALSE,"NA"
C577,NEO038,FALSE,FALSE,"NA"
C578,NEO038,FALSE,FALSE,"NA"
C579,NEO038,FALSE,FALSE,"NA"
C58,NEO038,FALSE,FALSE,"NA"
C600,NEO041,FALSE,FALSE,"NA"
C601,NEO041,FALSE,FALSE,"NA"
C602,NEO041,FALSE,FALSE,"NA"
C608,NEO041,FALSE,FALSE,"NA"
C609,NEO041,FALSE,FALSE,"NA"
C61,NEO039,FALSE,FALSE,"NA"
C620,NEO040,FALSE,FALSE,"NA"
C621,NEO040,FALSE,FALSE,"NA"
C629,NEO040,FALSE,FALSE,"NA"
C630,NEO042,FALSE,FALSE,"NA"
C631,NEO042,FALSE,FALSE,"NA"
C632,NEO042,FALSE,FALSE,"NA"
C637,NEO042,FALSE,FALSE,"NA"
C638,NEO042,FALSE,FALSE,"NA"
C639,NEO042,FALSE,FALSE,"NA"
C641,NEO045,FALSE,FALSE,"NA"
C642,NEO045,FALSE,FALSE,"NA"
C649,NEO045,FALSE,FALSE,"NA"
C651,NEO044,FALSE,FALSE,"NA"
C652,NEO044,FALSE,FALSE,"NA"
C659,NEO044,FALSE,FALSE,"NA"
C661,NEO044,FALSE,FALSE,"NA"
C662,NEO044,FALSE,FALSE,"NA"
C669,NEO044,FALSE,FALSE,"NA"
C670,NEO043,FALSE,FALSE,"NA"
C671,NEO043,FALSE,FALSE,"NA"
C672,NEO043,FALSE,FALSE,"NA"
C673,NEO043,FALSE,FALSE,"NA"
C674,NEO043,FALSE,FALSE,"NA"
C675,NEO043,FALSE,FALSE,"NA"
C676,NEO043,FALSE,FALSE,"NA"
C677,NEO043,FALSE,FALSE,"NA"
C678,NEO043,FALSE,FALSE,"NA"
C679,NEO043,FALSE,FALSE,"NA"
C680,NEO046,FALSE,FALSE,"NA"
C681,NEO046,FALSE,FALSE,"NA"
C688,NEO047,FALSE,FALSE,"NA"
C689,NEO047,FALSE,FALSE,"NA"
C690,NEO001,FALSE,FALSE,"NA"
C691,NEO001,FALSE,FALSE,"NA"
C692,NEO001,FALSE,FALSE,"NA"
C693,NEO001,FALSE,FALSE,"NA"
C694,NEO001,FALSE,FALSE,"NA"
C695,NEO001,FALSE,FALSE,"NA"
C696,NEO001,FALSE,FALSE,"NA"
C698,NEO001,FALSE,FALSE,"NA"
C699,NEO001,FALSE,FALSE,"NA"
C700,NEO048,FALSE,FALSE,"NA"
C701,NEO048,FALSE,FALSE,"NA"
C709,NEO048,FALSE,FALSE,"NA"
C710,NEO048,FALSE,FALSE,"NA"
C711,NEO048,FALSE,FALSE,"NA"
C712,NEO048,FALSE,FALSE,"NA"
C713,NEO048,FALSE,FALSE,"NA"
C714,NEO048,FALSE,FALSE,"NA"
C715,NEO048,FALSE,FALSE,"NA"
C716,NEO048,FALSE,FALSE,"NA"
C717,NEO048,FALSE,FALSE,"NA"
C718,NEO048,FALSE,FALSE,"NA"
C719,NEO048,FALSE,FALSE,"NA"
C720,NEO049,FALSE,FALSE,"NA"
C721,NEO049,FALSE,FALSE,"NA"
C722,NEO049,FALSE,FALSE,"NA"
C723,NEO049,FALSE,FALSE,"NA"
C724,NEO049,FALSE,FALSE,"NA"
C725,NEO049,FALSE,FALSE,"NA"
C729,NEO049,FALSE,FALSE,"NA"
C73,NEO050,FALSE,FALSE,"NA"
C740,NEO053,FALSE,FALSE,"NA"
C741,NEO056,FALSE,FALSE,"NA"
C749,NEO056,FALSE,FALSE,"NA"
C750,NEO054,FALSE,FALSE,"NA"
C751,NEO055,FALSE,FALSE,"NA"
C752,NEO056,FALSE,FALSE,"NA"
C753,NEO056,FALSE,FALSE,"NA"
C754,NEO056,FALSE,FALSE,"NA"
C755,NEO056,FALSE,FALSE,"NA"
C758,NEO056,FALSE,FALSE,"NA"
C759,NEO056,FALSE,FALSE,"NA"
C760,NEO010,FALSE,FALSE,"NA"
C761,NEO069,FALSE,FALSE,"NA"
C762,NEO069,FALSE,FALSE,"NA"
C763,NEO069,FALSE,FALSE,"NA"
C764,NEO069,FALSE,FALSE,"NA"
C765,NEO069,FALSE,FALSE,"NA"
C768,NEO069,FALSE,FALSE,"NA"
C770,NEO070,FALSE,FALSE,"NA"
C771,NEO070,FALSE,FALSE,"NA"
C772,NEO070,FALSE,FALSE,"NA"
C773,NEO070,FALSE,FALSE,"NA"
C774,NEO070,FALSE,FALSE,"NA"
C775,NEO070,FALSE,FALSE,"NA"
C778,NEO070,FALSE,FALSE,"NA"
C779,NEO070,FALSE,FALSE,"NA"
C780,NEO070,FALSE,FALSE,"NA"
C781,NEO070,FALSE,FALSE,"NA"
C782,NEO070,FALSE,FALSE,"NA"
C783,NEO070,FALSE,FALSE,"NA"
C784,NEO070,FALSE,FALSE,"NA"
C785,NEO070,FALSE,FALSE,"NA"
C786,NEO070,FALSE,FALSE,"NA"
C787,NEO070,FALSE,FALSE,"NA"
C788,NEO070,FALSE,FALSE,"NA"
C790,NEO070,FALSE,FALSE,"NA"
C791,NEO070,FALSE,FALSE,"NA"
C792,NEO070,FALSE,FALSE,"NA"
C793,NEO070,FALSE,FALSE,"NA"
C794,NEO070,FALSE,FALSE,"NA"
C795,NEO070,FALSE,FALSE,"NA"
C796,NEO070,FALSE,FALSE,"NA"
C797,NEO070,FALSE,FALSE,"NA"
C798,NEO070,FALSE,FALSE,"NA"
C799,NEO070,FALSE,FALSE,"NA"
C7A0,NEO066,FALSE,FALSE,"NA"
C7A1,NEO066,FALSE,FALSE,"NA"
C7A8,NEO066,FALSE,FALSE,"NA"
C7B0,NEO066,FALSE,FALSE,"NA"
C7B1,NEO066,FALSE,FALSE,"NA"
C7B8,NEO066,FALSE,FALSE,"NA"
C800,NEO071,FALSE,FALSE,"NA"
C801,NEO071,FALSE,FALSE,"NA"
C802,XXX000,FALSE,FALSE,"NA"
C810,NEO057,FALSE,FALSE,"NA"
C811,NEO057,FALSE,FALSE,"NA"
C812,NEO057,FALSE,FALSE,"NA"
C813,NEO057,FALSE,FALSE,"NA"
C814,NEO057,FALSE,FALSE,"NA"
C817,NEO057,FALSE,FALSE,"NA"
C819,NEO057,FALSE,FALSE,"NA"
C820,NEO058,FALSE,FALSE,"NA"
C821,NEO058,FALSE,FALSE,"NA"
C822,NEO058,FALSE,FALSE,"NA"
C823,NEO058,FALSE,FALSE,"NA"
C824,NEO058,FALSE,FALSE,"NA"
C825,NEO058,FALSE,FALSE,"NA"
C826,NEO058,FALSE,FALSE,"NA"
C828,NEO058,FALSE,FALSE,"NA"
C829,NEO058,FALSE,FALSE,"NA"
C830,NEO058,FALSE,FALSE,"NA"
C831,NEO058,FALSE,FALSE,"NA"
C833,NEO058,FALSE,FALSE,"NA"
C835,NEO058,FALSE,FALSE,"NA"
C837,NEO058,FALSE,FALSE,"NA"
C838,NEO058,FALSE,FALSE,"NA"
C839,NEO058,FALSE,FALSE,"NA"
C840,NEO058,FALSE,FALSE,"NA"
C841,NEO058,FALSE,FALSE,"NA"
C844,NEO058,FALSE,FALSE,"NA"
C846,NEO058,FALSE,FALSE,"NA"
C847,NEO058,FALSE,FALSE,"NA"
C849,NEO058,FALSE,FALSE,"NA"
C84A,NEO058,FALSE,FALSE,"NA"
C84Z,NEO058,FALSE,FALSE,"NA"
C851,NEO058,FALSE,FALSE,"NA"
C852,NEO058,FALSE,FALSE,"NA"
C858,NEO058,FALSE,FALSE,"NA"
C859,NEO058,FALSE,FALSE,"NA"
C860,NEO058,FALSE,FALSE,"NA"
C861,NEO058,FALSE,FALSE,"NA"
C862,NEO058,FALSE,FALSE,"NA"
C863,NEO058,FALSE,FALSE,"NA"
C864,NEO058,FALSE,FALSE,"NA"
C865,NEO058,FALSE,FALSE,"NA"
C866,NEO058,FALSE,FALSE,"NA"
C880,NEO058,FALSE,FALSE,"NA"
C882,NEO058,FALSE,FALSE,"NA"
C883,NEO058,FALSE,FALSE,"NA"
C884,NEO058,FALSE,FALSE,"NA"
C888,NEO058,FALSE,FALSE,"NA"
C889,NEO058,FALSE,FALSE,"NA"
C900,NEO065,FALSE,FALSE,"NA"
C901,NEO065,FALSE,FALSE,"NA"
C902,NEO065,FALSE,FALSE,"NA"
C903,NEO065,FALSE,FALSE,"NA"
C910,NEO059,FALSE,FALSE,"NA"
C911,NEO061,FALSE,FALSE,"NA"
C913,NEO064,FALSE,FALSE,"NA"
C914,NEO063,FALSE,FALSE,"NA"
C915,NEO064,FALSE,FALSE,"NA"
C916,NEO064,FALSE,FALSE,"NA"
C919,NEO064,FALSE,FALSE,"NA"
C91A,NEO064,FALSE,FALSE,"NA"
C91Z,NEO064,FALSE,FALSE,"NA"
C920,NEO060,FALSE,FALSE,"NA"
C921,NEO062,FALSE,FALSE,"NA"
C922,NEO062,FALSE,FALSE,"NA"
C923,NEO024,FALSE,FALSE,"NA"
C924,NEO060,FALSE,FALSE,"NA"
C925,NEO060,FALSE,FALSE,"NA"
C926,NEO060,FALSE,FALSE,"NA"
C929,NEO064,FALSE,FALSE,"NA"
C92A,NEO060,FALSE,FALSE,"NA"
C92Z,NEO064,FALSE,FALSE,"NA"
C930,NEO060,FALSE,FALSE,"NA"
C931,NEO062,FALSE,FALSE,"NA"
C933,NEO064,FALSE,FALSE,"NA"
C939,NEO064,FALSE,FALSE,"NA"
C93Z,NEO064,FALSE,FALSE,"NA"
C940,NEO060,FALSE,FALSE,"NA"
C942,NEO060,FALSE,FALSE,"NA"
C943,NEO064,FALSE,FALSE,"NA"
C944,NEO064,FALSE,FALSE,"NA"
C946,NEO064,FALSE,FALSE,"NA"
C948,NEO064,FALSE,FALSE,"NA"
C950,NEO064,FALSE,FALSE,"NA"
C951,NEO064,FALSE,FALSE,"NA"
C959,NEO064,FALSE,FALSE,"NA"
C960,NEO058,FALSE,FALSE,"NA"
C962,NEO058; NEO024,FALSE,FALSE,"NA"
C964,NEO024,FALSE,FALSE,"NA"
C965,NEO058,FALSE,FALSE,"NA"
C966,NEO058,FALSE,FALSE,"NA"
C969,NEO058,FALSE,FALSE,"NA"
C96A,NEO024,FALSE,FALSE,"NA"
C96Z,NEO058,FALSE,FALSE,"NA"
D000,NEO002; NEO007,FALSE,FALSE,"NA"
D001,NEO012,FALSE,FALSE,"NA"
D002,NEO013,FALSE,FALSE,"NA"
D010,NEO015,FALSE,FALSE,"NA"
D011,NEO015,FALSE,FALSE,"NA"
D012,NEO015,FALSE,FALSE,"NA"
D013,NEO016,FALSE,FALSE,"NA"
D014,NEO015; NEO014,FALSE,FALSE,"NA"
D015,NEO017,FALSE,FALSE,"NA"
D017,NEO021,FALSE,FALSE,"NA"
D019,NEO021,FALSE,FALSE,"NA"
D020,NEO008,FALSE,FALSE,"NA"
D021,NEO022,FALSE,FALSE,"NA"
D022,NEO022,FALSE,FALSE,"NA"
D023,NEO022,FALSE,FALSE,"NA"
D024,NEO022,FALSE,FALSE,"NA"
D030,NEO025,FALSE,FALSE,"NA"
D031,NEO025,FALSE,FALSE,"NA"
D032,NEO025,FALSE,FALSE,"NA"
D033,NEO025,FALSE,FALSE,"NA"
D034,NEO025,FALSE,FALSE,"NA"
D035,NEO025,FALSE,FALSE,"NA"
D036,NEO025,FALSE,FALSE,"NA"
D037,NEO025,FALSE,FALSE,"NA"
D038,NEO025,FALSE,FALSE,"NA"
D039,NEO025,FALSE,FALSE,"NA"
D040,NEO028,FALSE,FALSE,"NA"
D041,NEO028,FALSE,FALSE,"NA"
D042,NEO028,FALSE,FALSE,"NA"
D043,NEO028,FALSE,FALSE,"NA"
D044,NEO028,FALSE,FALSE,"NA"
D045,NEO028,FALSE,FALSE,"NA"
D046,NEO028,FALSE,FALSE,"NA"
D047,NEO028,FALSE,FALSE,"NA"
D048,NEO028,FALSE,FALSE,"NA"
D049,NEO028,FALSE,FALSE,"NA"
D050,NEO030,FALSE,FALSE,"NA"
D051,NEO029,FALSE,FALSE,"NA"
D058,NEO030,FALSE,FALSE,"NA"
D059,NEO030,FALSE,FALSE,"NA"
D060,NEO032,FALSE,FALSE,"NA"
D061,NEO032,FALSE,FALSE,"NA"
D067,NEO032,FALSE,FALSE,"NA"
D069,NEO032,FALSE,FALSE,"NA"
D070,NEO035,FALSE,FALSE,"NA"
D071,NEO036,FALSE,FALSE,"NA"
D072,NEO037,FALSE,FALSE,"NA"
D073,NEO038,FALSE,FALSE,"NA"
D074,NEO041,FALSE,FALSE,"NA"
D075,NEO039,FALSE,FALSE,"NA"
D076,NEO042,FALSE,FALSE,"NA"
D090,NEO043,FALSE,FALSE,"NA"
D091,NEO047,FALSE,FALSE,"NA"
D092,NEO001,FALSE,FALSE,"NA"
D093,NEO050,FALSE,FALSE,"NA"
D098,NEO069,FALSE,FALSE,"NA"
D099,NEO071,FALSE,FALSE,"NA"
D100,NEO073,FALSE,FALSE,"NA"
D101,NEO073,FALSE,FALSE,"NA"
D102,NEO073,FALSE,FALSE,"NA"
D103,NEO073,FALSE,FALSE,"NA"
D104,NEO073,FALSE,FALSE,"NA"
D105,NEO073,FALSE,FALSE,"NA"
D106,NEO073,FALSE,FALSE,"NA"
D107,NEO073,FALSE,FALSE,"NA"
D109,NEO073,FALSE,FALSE,"NA"
D110,NEO073,FALSE,FALSE,"NA"
D117,NEO073,FALSE,FALSE,"NA"
D119,NEO073,FALSE,FALSE,"NA"
D120,NEO073,FALSE,FALSE,"NA"
D121,NEO073,FALSE,FALSE,"NA"
D122,NEO073,FALSE,FALSE,"NA"
D123,NEO073,FALSE,FALSE,"NA"
D124,NEO073,FALSE,FALSE,"NA"
D125,NEO073,FALSE,FALSE,"NA"
D126,NEO073,FALSE,FALSE,"NA"
D127,NEO073,FALSE,FALSE,"NA"
D128,NEO073,FALSE,FALSE,"NA"
D129,NEO073,FALSE,FALSE,"NA"
D130,NEO073,FALSE,FALSE,"NA"
D131,NEO073,FALSE,FALSE,"NA"
D132,NEO073,FALSE,FALSE,"NA"
D133,NEO073,FALSE,FALSE,"NA"
D134,NEO073,FALSE,FALSE,"NA"
D135,NEO073,FALSE,FALSE,"NA"
D136,NEO073,FALSE,FALSE,"NA"
D137,NEO073,FALSE,FALSE,"NA"
D139,NEO073,FALSE,FALSE,"NA"
D140,NEO073,FALSE,FALSE,"NA"
D141,NEO073,FALSE,FALSE,"NA"
D142,NEO073,FALSE,FALSE,"NA"
D143,NEO073,FALSE,FALSE,"NA"
D144,NEO073,FALSE,FALSE,"NA"
D150,NEO073,FALSE,FALSE,"NA"
D151,NEO073,FALSE,FALSE,"NA"
D152,NEO073,FALSE,FALSE,"NA"
D157,NEO073,FALSE,FALSE,"NA"
D159,NEO073,FALSE,FALSE,"NA"
D160,NEO073,FALSE,FALSE,"NA"
D161,NEO073,FALSE,FALSE,"NA"
D162,NEO073,FALSE,FALSE,"NA"
D163,NEO073,FALSE,FALSE,"NA"
D164,NEO073,FALSE,FALSE,"NA"
D165,NEO073,FALSE,FALSE,"NA"
D166,NEO073,FALSE,FALSE,"NA"
D167,NEO073,FALSE,FALSE,"NA"
D168,NEO073,FALSE,FALSE,"NA"
D169,NEO073,FALSE,FALSE,"NA"
D170,NEO073,FALSE,FALSE,"NA"
D171,NEO073,FALSE,FALSE,"NA"
D172,NEO073,FALSE,FALSE,"NA"
D173,NEO073,FALSE,FALSE,"NA"
D174,NEO073,FALSE,FALSE,"NA"
D175,NEO073,FALSE,FALSE,"NA"
D176,NEO073,FALSE,FALSE,"NA"
D177,NEO073,FALSE,FALSE,"NA"
D179,NEO073,FALSE,FALSE,"NA"
D180,NEO073,FALSE,FALSE,"NA"
D181,NEO073,FALSE,FALSE,"NA"
D190,NEO073,FALSE,FALSE,"NA"
D191,NEO073,FALSE,FALSE,"NA"
D197,NEO073,FALSE,FALSE,"NA"
D199,NEO073,FALSE,FALSE,"NA"
D200,NEO073,FALSE,FALSE,"NA"
D201,NEO073,FALSE,FALSE,"NA"
D210,NEO073,FALSE,FALSE,"NA"
D211,NEO073,FALSE,FALSE,"NA"
D212,NEO073,FALSE,FALSE,"NA"
D213,NEO073,FALSE,FALSE,"NA"
D214,NEO073,FALSE,FALSE,"NA"
D215,NEO073,FALSE,FALSE,"NA"
D216,NEO073,FALSE,FALSE,"NA"
D219,NEO073,FALSE,FALSE,"NA"
D220,NEO073,FALSE,FALSE,"NA"
D221,NEO073,FALSE,FALSE,"NA"
D222,NEO073,FALSE,FALSE,"NA"
D223,NEO073,FALSE,FALSE,"NA"
D224,NEO073,FALSE,FALSE,"NA"
D225,NEO073,FALSE,FALSE,"NA"
D226,NEO073,FALSE,FALSE,"NA"
D227,NEO073,FALSE,FALSE,"NA"
D229,NEO073,FALSE,FALSE,"NA"
D230,NEO073,FALSE,FALSE,"NA"
D231,NEO073,FALSE,FALSE,"NA"
D232,NEO073,FALSE,FALSE,"NA"
D233,NEO073,FALSE,FALSE,"NA"
D234,NEO073,FALSE,FALSE,"NA"
D235,NEO073,FALSE,FALSE,"NA"
